id,marital-status,education-num,label
8616,2.0,0.9753340532903672,1.0
21982,2.0,2.1261632175761473,1.0
11191,4.0,-0.5591048324240065,0.0
22229,0.0,-0.5591048324240065,0.0
20732,2.0,0.9753340532903672,1.0
4217,2.0,-1.7099339967097869,0.0
11509,0.0,-0.5591048324240065,1.0
23787,2.0,-0.17549511099541318,0.0
20848,2.0,0.9753340532903672,0.0
14739,6.0,-0.5591048324240065,0.0
6870,0.0,-0.17549511099541318,0.0
11931,6.0,-0.5591048324240065,0.0
21682,0.0,-0.17549511099541318,0.0
26167,4.0,-0.17549511099541318,0.0
18388,5.0,-0.17549511099541318,0.0
23083,2.0,-0.17549511099541318,1.0
21202,4.0,0.9753340532903672,0.0
9334,4.0,-0.17549511099541318,0.0
3511,2.0,-0.5591048324240065,0.0
12863,4.0,1.3589437747189606,0.0
433,2.0,1.3589437747189606,1.0
6603,2.0,-0.17549511099541318,1.0
27786,2.0,-0.5591048324240065,0.0
18331,2.0,1.3589437747189606,1.0
8760,2.0,-0.17549511099541318,1.0
20004,2.0,1.742553496147554,1.0
10884,3.0,-0.5591048324240065,0.0
26879,4.0,-0.5591048324240065,0.0
14858,0.0,-0.5591048324240065,1.0
11097,3.0,-2.860763160995567,0.0
1535,2.0,-0.5591048324240065,1.0
2878,2.0,-0.5591048324240065,0.0
5140,2.0,-0.5591048324240065,0.0
16215,0.0,-2.477153439566974,0.0
19707,2.0,-0.5591048324240065,1.0
1272,2.0,-0.17549511099541318,1.0
21131,4.0,-0.5591048324240065,0.0
6307,4.0,-0.5591048324240065,0.0
18127,2.0,-0.5591048324240065,0.0
5836,2.0,0.9753340532903672,1.0
18651,4.0,-0.5591048324240065,0.0
3652,2.0,-0.5591048324240065,0.0
19763,2.0,-0.17549511099541318,1.0
6340,2.0,-0.5591048324240065,1.0
1616,2.0,0.9753340532903672,1.0
12129,2.0,-0.17549511099541318,1.0
7363,4.0,-0.17549511099541318,0.0
5139,2.0,2.1261632175761473,1.0
17189,2.0,-0.5591048324240065,1.0
7801,2.0,2.1261632175761473,1.0
11798,2.0,-0.5591048324240065,0.0
26270,2.0,-0.5591048324240065,1.0
26209,2.0,-1.7099339967097869,1.0
25835,2.0,-0.17549511099541318,1.0
1334,6.0,-0.5591048324240065,1.0
9322,2.0,-2.860763160995567,0.0
25619,5.0,0.9753340532903672,0.0
20345,2.0,0.9753340532903672,1.0
20090,6.0,-2.477153439566974,0.0
5714,2.0,0.9753340532903672,1.0
11712,2.0,-2.860763160995567,0.0
24896,2.0,-0.5591048324240065,1.0
14432,0.0,0.9753340532903672,0.0
21906,2.0,-2.477153439566974,0.0
17062,2.0,0.5917243318617736,1.0
11940,2.0,0.9753340532903672,1.0
4556,2.0,0.9753340532903672,1.0
19032,2.0,-0.5591048324240065,0.0
8336,2.0,0.9753340532903672,1.0
11732,4.0,-0.9427145538526001,0.0
14760,0.0,-0.17549511099541318,1.0
11501,2.0,-0.17549511099541318,0.0
26900,4.0,0.9753340532903672,0.0
6812,2.0,1.3589437747189606,1.0
18679,2.0,-0.17549511099541318,0.0
5194,4.0,-0.17549511099541318,0.0
21156,2.0,0.9753340532903672,1.0
20205,4.0,0.9753340532903672,0.0
9502,2.0,1.3589437747189606,1.0
4309,2.0,-0.5591048324240065,0.0
24922,2.0,-0.17549511099541318,1.0
12840,4.0,-0.17549511099541318,0.0
4028,0.0,-0.17549511099541318,0.0
15297,2.0,0.9753340532903672,1.0
12259,2.0,0.9753340532903672,1.0
19911,4.0,-0.17549511099541318,0.0
18742,2.0,-0.5591048324240065,1.0
15263,4.0,-0.17549511099541318,0.0
11274,4.0,0.9753340532903672,0.0
19827,2.0,-0.17549511099541318,1.0
245,2.0,0.9753340532903672,1.0
19684,4.0,-3.627982603852754,0.0
5483,2.0,0.9753340532903672,1.0
5324,4.0,-1.7099339967097869,0.0
13530,2.0,-0.17549511099541318,0.0
10182,4.0,1.3589437747189606,1.0
19215,0.0,-0.17549511099541318,0.0
9704,2.0,0.9753340532903672,1.0
22469,2.0,-2.860763160995567,1.0
308,0.0,0.5917243318617736,0.0
10257,2.0,0.20811461043318025,0.0
7964,2.0,0.9753340532903672,0.0
21218,4.0,-0.5591048324240065,0.0
26217,2.0,1.742553496147554,1.0
13693,2.0,-0.17549511099541318,0.0
7886,2.0,-1.7099339967097869,1.0
21828,4.0,-0.17549511099541318,0.0
4953,4.0,-0.5591048324240065,0.0
9345,0.0,0.5917243318617736,0.0
10624,4.0,-1.7099339967097869,0.0
10497,2.0,0.9753340532903672,1.0
7809,2.0,0.9753340532903672,1.0
23372,2.0,-0.5591048324240065,0.0
7930,0.0,0.9753340532903672,0.0
3105,2.0,-0.17549511099541318,0.0
21681,2.0,0.9753340532903672,1.0
11947,2.0,-0.5591048324240065,0.0
16583,6.0,0.20811461043318025,1.0
24329,2.0,-0.17549511099541318,1.0
26082,0.0,0.9753340532903672,0.0
22102,2.0,0.9753340532903672,1.0
10605,2.0,-0.17549511099541318,1.0
24337,4.0,0.5917243318617736,0.0
27716,4.0,0.9753340532903672,0.0
25448,4.0,0.9753340532903672,0.0
19381,2.0,0.9753340532903672,1.0
2405,2.0,-0.5591048324240065,1.0
13745,6.0,-0.5591048324240065,0.0
2577,4.0,0.20811461043318025,0.0
26544,0.0,0.9753340532903672,0.0
24544,2.0,1.3589437747189606,1.0
13687,4.0,-0.17549511099541318,0.0
1362,2.0,-0.17549511099541318,1.0
4447,2.0,-0.17549511099541318,0.0
6112,2.0,-0.5591048324240065,1.0
24084,2.0,1.3589437747189606,1.0
9109,2.0,-2.860763160995567,0.0
12434,2.0,-0.5591048324240065,1.0
20507,2.0,1.3589437747189606,1.0
6920,2.0,1.3589437747189606,1.0
18634,4.0,-0.5591048324240065,1.0
18839,3.0,0.9753340532903672,0.0
14108,0.0,-0.5591048324240065,0.0
19805,4.0,0.9753340532903672,1.0
26966,4.0,-0.17549511099541318,0.0
17444,3.0,-0.17549511099541318,1.0
2267,4.0,1.3589437747189606,1.0
3929,6.0,0.20811461043318025,0.0
14797,2.0,0.9753340532903672,1.0
22820,0.0,1.3589437747189606,1.0
24751,2.0,1.3589437747189606,1.0
1166,0.0,-0.17549511099541318,0.0
6536,2.0,0.9753340532903672,1.0
23178,0.0,-0.17549511099541318,0.0
11771,2.0,2.1261632175761473,1.0
17617,2.0,-0.17549511099541318,1.0
11216,2.0,0.9753340532903672,1.0
19544,2.0,-0.5591048324240065,1.0
15820,2.0,-0.17549511099541318,1.0
7752,2.0,-0.17549511099541318,1.0
12217,4.0,-0.5591048324240065,0.0
1419,2.0,2.1261632175761473,1.0
27250,2.0,-0.5591048324240065,0.0
27274,4.0,-0.5591048324240065,0.0
24990,0.0,-0.17549511099541318,0.0
17098,0.0,-0.5591048324240065,0.0
6428,4.0,-2.0935437181383802,0.0
12335,4.0,-0.17549511099541318,0.0
6951,2.0,-0.5591048324240065,1.0
14101,4.0,1.3589437747189606,0.0
9629,2.0,-0.5591048324240065,1.0
3353,0.0,-1.3263242752811935,0.0
10951,2.0,0.20811461043318025,0.0
15874,2.0,0.9753340532903672,1.0
21082,5.0,-0.5591048324240065,1.0
15838,4.0,1.3589437747189606,0.0
19416,2.0,-0.5591048324240065,1.0
16217,4.0,-0.5591048324240065,0.0
16118,4.0,-0.5591048324240065,0.0
15453,2.0,-1.7099339967097869,0.0
17869,4.0,-0.5591048324240065,0.0
20981,2.0,-0.5591048324240065,0.0
14406,0.0,-0.5591048324240065,0.0
24182,2.0,-0.5591048324240065,1.0
17962,2.0,1.3589437747189606,1.0
7656,4.0,0.9753340532903672,1.0
23673,4.0,-1.3263242752811935,0.0
9213,2.0,0.9753340532903672,1.0
15046,2.0,-1.7099339967097869,0.0
6421,2.0,1.3589437747189606,1.0
26549,2.0,0.9753340532903672,1.0
13572,6.0,-0.17549511099541318,0.0
25682,2.0,-0.17549511099541318,1.0
4574,2.0,-0.17549511099541318,1.0
1371,0.0,-0.17549511099541318,1.0
14834,4.0,-0.5591048324240065,0.0
9303,0.0,-0.5591048324240065,0.0
8557,2.0,0.9753340532903672,1.0
13640,0.0,-0.5591048324240065,0.0
656,2.0,-0.5591048324240065,0.0
6660,2.0,-0.5591048324240065,1.0
1205,4.0,-1.3263242752811935,0.0
18650,2.0,0.9753340532903672,1.0
6677,0.0,-0.5591048324240065,0.0
8993,4.0,-0.17549511099541318,0.0
18107,2.0,-2.0935437181383802,1.0
23069,2.0,0.5917243318617736,1.0
24612,2.0,1.3589437747189606,1.0
23095,4.0,-1.7099339967097869,0.0
15904,2.0,0.9753340532903672,0.0
9172,2.0,0.9753340532903672,1.0
19449,2.0,-0.5591048324240065,0.0
21382,2.0,-0.5591048324240065,0.0
18997,2.0,0.20811461043318025,1.0
15725,2.0,0.9753340532903672,0.0
13904,2.0,-0.5591048324240065,1.0
4290,4.0,-3.627982603852754,0.0
19962,5.0,-0.5591048324240065,0.0
18855,2.0,-0.5591048324240065,0.0
8413,4.0,0.9753340532903672,1.0
17914,0.0,-0.5591048324240065,0.0
6453,2.0,0.20811461043318025,0.0
26769,2.0,-2.860763160995567,1.0
17621,2.0,-0.17549511099541318,1.0
25312,4.0,-0.17549511099541318,0.0
8781,4.0,-0.5591048324240065,0.0
6195,2.0,-0.5591048324240065,0.0
2927,2.0,-0.17549511099541318,1.0
21507,0.0,-1.3263242752811935,0.0
1870,2.0,1.3589437747189606,1.0
6839,2.0,-0.17549511099541318,1.0
17184,2.0,0.9753340532903672,1.0
4591,2.0,-0.9427145538526001,0.0
26886,4.0,-0.5591048324240065,0.0
12401,4.0,0.9753340532903672,0.0
5625,2.0,-0.5591048324240065,1.0
19828,2.0,-0.5591048324240065,0.0
586,0.0,0.9753340532903672,0.0
1437,4.0,0.20811461043318025,0.0
18999,4.0,-0.5591048324240065,0.0
22924,2.0,0.20811461043318025,0.0
15591,0.0,-0.17549511099541318,0.0
3043,2.0,-0.5591048324240065,1.0
10098,2.0,-0.5591048324240065,1.0
13719,2.0,-0.5591048324240065,0.0
19981,4.0,-0.5591048324240065,0.0
17287,2.0,0.9753340532903672,1.0
9152,4.0,0.20811461043318025,0.0
